   1.0000000e+00  -1.7222222e+01
   2.0000000e+00  -1.6666667e+01
   3.0000000e+00  -1.6111111e+01
   4.0000000e+00  -1.5555556e+01
   5.0000000e+00  -1.5000000e+01
   6.0000000e+00  -1.4444444e+01
   7.0000000e+00  -1.3888889e+01
   8.0000000e+00  -1.3333333e+01
   9.0000000e+00  -1.2777778e+01
   1.0000000e+01  -1.2222222e+01
   1.1000000e+01  -1.1666667e+01
   1.2000000e+01  -1.1111111e+01
   1.3000000e+01  -1.0555556e+01
   1.4000000e+01  -1.0000000e+01
   1.5000000e+01  -9.4444444e+00
   1.6000000e+01  -8.8888889e+00
   1.7000000e+01  -8.3333333e+00
   1.8000000e+01  -7.7777778e+00
   1.9000000e+01  -7.2222222e+00
   2.0000000e+01  -6.6666667e+00
   2.1000000e+01  -6.1111111e+00
   2.2000000e+01  -5.5555556e+00
   2.3000000e+01  -5.0000000e+00
   2.4000000e+01  -4.4444444e+00
   2.5000000e+01  -3.8888889e+00
   2.6000000e+01  -3.3333333e+00
   2.7000000e+01  -2.7777778e+00
   2.8000000e+01  -2.2222222e+00
   2.9000000e+01  -1.6666667e+00
   3.0000000e+01  -1.1111111e+00
   3.1000000e+01  -5.5555556e-01
   3.2000000e+01   0.0000000e+00
   3.3000000e+01   5.5555556e-01
   3.4000000e+01   1.1111111e+00
   3.5000000e+01   1.6666667e+00
   3.6000000e+01   2.2222222e+00
   3.7000000e+01   2.7777778e+00
   3.8000000e+01   3.3333333e+00
   3.9000000e+01   3.8888889e+00
   4.0000000e+01   4.4444444e+00
   4.1000000e+01   5.0000000e+00
   4.2000000e+01   5.5555556e+00
   4.3000000e+01   6.1111111e+00
   4.4000000e+01   6.6666667e+00
   4.5000000e+01   7.2222222e+00
   4.6000000e+01   7.7777778e+00
   4.7000000e+01   8.3333333e+00
   4.8000000e+01   8.8888889e+00
   4.9000000e+01   9.4444444e+00
   5.0000000e+01   1.0000000e+01
   5.1000000e+01   1.0555556e+01
   5.2000000e+01   1.1111111e+01
   5.3000000e+01   1.1666667e+01
   5.4000000e+01   1.2222222e+01
   5.5000000e+01   1.2777778e+01
   5.6000000e+01   1.3333333e+01
   5.7000000e+01   1.3888889e+01
   5.8000000e+01   1.4444444e+01
   5.9000000e+01   1.5000000e+01
   6.0000000e+01   1.5555556e+01
   6.1000000e+01   1.6111111e+01
   6.2000000e+01   1.6666667e+01
   6.3000000e+01   1.7222222e+01
   6.4000000e+01   1.7777778e+01
   6.5000000e+01   1.8333333e+01
   6.6000000e+01   1.8888889e+01
   6.7000000e+01   1.9444444e+01
   6.8000000e+01   2.0000000e+01
   6.9000000e+01   2.0555556e+01
   7.0000000e+01   2.1111111e+01
   7.1000000e+01   2.1666667e+01
   7.2000000e+01   2.2222222e+01
   7.3000000e+01   2.2777778e+01
   7.4000000e+01   2.3333333e+01
   7.5000000e+01   2.3888889e+01
   7.6000000e+01   2.4444444e+01
   7.7000000e+01   2.5000000e+01
   7.8000000e+01   2.5555556e+01
   7.9000000e+01   2.6111111e+01
   8.0000000e+01   2.6666667e+01
   8.1000000e+01   2.7222222e+01
   8.2000000e+01   2.7777778e+01
   8.3000000e+01   2.8333333e+01
   8.4000000e+01   2.8888889e+01
   8.5000000e+01   2.9444444e+01
   8.6000000e+01   3.0000000e+01
   8.7000000e+01   3.0555556e+01
   8.8000000e+01   3.1111111e+01
   8.9000000e+01   3.1666667e+01
   9.0000000e+01   3.2222222e+01
   9.1000000e+01   3.2777778e+01
   9.2000000e+01   3.3333333e+01
   9.3000000e+01   3.3888889e+01
   9.4000000e+01   3.4444444e+01
   9.5000000e+01   3.5000000e+01
   9.6000000e+01   3.5555556e+01
   9.7000000e+01   3.6111111e+01
   9.8000000e+01   3.6666667e+01
   9.9000000e+01   3.7222222e+01
   1.0000000e+02   3.7777778e+01
