   3.0600000e+02   2.8598428e+00   1.3428793e+01
   1.9800000e+02   3.5382288e+00   6.5550812e+00
   3.0200000e+02   3.5101542e+00   6.2835376e+00
   1.5400000e+02   3.5808144e+00   1.4290255e+01
   1.8200000e+02   3.3425287e+00   7.1410298e+00
   3.0900000e+02   3.5377085e+00   3.3415496e+00
   3.1600000e+02   3.9797443e+00   8.2019284e+00
   3.2100000e+02   3.1760521e+00   3.1665329e+00
   1.5000000e+02   2.8139097e+00   1.1481880e+01
   3.0700000e+02   3.5799261e+00   5.4593394e+00
   2.3400000e+02   2.1799014e+00   2.5638804e+00
   1.3400000e+02   3.3573046e+00   7.9324783e+00
   1.4700000e+02   2.9900116e+00   3.0665151e+00
   1.1300000e+02   3.7014253e+00   8.8478334e+00
   3.3300000e+02   3.3933344e+00   9.1590735e+00
   3.0400000e+02   3.7580278e+00   1.4844763e+01
   1.0000000e+02   3.7308772e+00   9.5759306e+00
   3.4800000e+02   3.0553601e+00   7.7133274e+00
   3.0100000e+02   2.4556859e+00   7.9733201e+00
   3.2600000e+02   3.1493224e+00   1.2832495e+01
   2.8500000e+02   3.1719741e+00   4.4542834e+00
   2.6700000e+02   2.1669656e+00   9.7634370e+00
   2.6500000e+02   3.4595037e+00   1.3470530e+01
   3.4600000e+02   3.5380582e+00   9.1402508e+00
   3.3300000e+02   3.1601807e+00   1.2377611e+00
   1.3000000e+02   3.7254214e+00   7.7801512e+00
   3.1200000e+02   2.4188102e+00   8.7320788e+00
   2.5800000e+02   2.0639820e+00   9.6059879e+00
   1.9000000e+02   2.0990652e+00   7.8539798e+00
   1.4800000e+02   2.2461675e+00   3.8769184e+00
   1.3600000e+02   2.3781443e+00   1.5971338e+00
   2.5900000e+02   2.5637337e+00   8.5403535e+00
   2.7400000e+02   2.9982320e+00   8.5012148e+00
   2.1100000e+02   2.2478646e+00   7.8650021e+00
   3.1400000e+02   3.7478548e+00   4.7841207e+00
   1.5200000e+02   3.1299591e+00   9.9643656e+00
   2.0400000e+02   2.4119510e+00   1.4271064e+01
   1.2000000e+02   2.2114189e+00   2.9885757e+00
   1.4100000e+02   3.2419173e+00   9.0319367e+00
   1.1300000e+02   3.8624028e+00   1.1201264e+01
   2.8500000e+02   2.1268090e+00   1.3046168e+01
   3.3400000e+02   3.9687966e+00   1.3025143e+01
   2.9700000e+02   3.0267548e+00   3.4864344e+00
   2.0000000e+02   2.2678625e+00   1.4324537e+00
   3.3500000e+02   2.6026121e+00   5.1374737e+00
   1.8300000e+02   2.9341364e+00   1.0074778e+01
   1.0600000e+02   3.6844132e+00   8.8264556e+00
   3.1400000e+02   2.6957584e+00   7.2443731e+00
   1.1300000e+02   2.3542151e+00   1.0279313e+01
   1.8300000e+02   3.7969723e+00   2.6541728e+00
   3.4800000e+02   3.0799642e+00   1.0896844e+01
   3.5000000e+02   2.5756987e+00   6.8033155e+00
   2.1600000e+02   3.5279142e+00   1.2454857e+01
   1.2500000e+02   2.3562339e+00   6.0348888e+00
   1.1400000e+02   3.0437713e+00   5.7018856e+00
   1.4400000e+02   2.4178933e+00   1.3672150e+01
   2.6900000e+02   2.9369364e+00   1.3769855e+01
   1.2600000e+02   3.4910921e+00   1.1307744e+01
   2.4100000e+02   2.3683882e+00   9.3609589e+00
   1.7500000e+02   2.2682459e+00   3.9764215e+00
   3.2400000e+02   2.1429056e+00   4.3948118e+00
   1.1300000e+02   2.8834441e+00   1.1859648e+00
   3.2500000e+02   2.3933164e+00   2.3071872e+00
   1.7700000e+02   2.9121153e+00   2.4233715e+00
   3.4900000e+02   2.6641857e+00   5.1628554e+00
   1.1500000e+02   2.5964879e+00   1.6489177e+00
   2.2600000e+02   3.5228518e+00   9.8349800e+00
   1.2200000e+02   2.1617248e+00   1.1881368e+01
   3.2700000e+02   3.0675439e+00   2.5281590e+00
   3.0700000e+02   2.6761954e+00   5.1156227e+00
   2.8700000e+02   2.0206732e+00   1.6782627e+00
   2.6700000e+02   3.2069360e+00   8.3654345e+00
   2.8300000e+02   3.4145070e+00   1.1939279e+01
   1.7200000e+02   3.3850640e+00   8.7933777e+00
   1.9900000e+02   2.1231813e+00   1.1922457e+01
   1.8400000e+02   3.2157318e+00   1.1377557e+01
   1.2600000e+02   2.2557768e+00   8.6935615e+00
   2.2100000e+02   3.7809514e+00   1.2185444e+01
   2.8400000e+02   2.1026638e+00   2.0203942e+00
   1.2200000e+02   3.5967017e+00   1.4202114e+01
   2.7100000e+02   2.2641659e+00   1.1118144e+01
   1.2700000e+02   2.2349857e+00   9.9700509e+00
   1.8200000e+02   3.3076240e+00   1.1487840e+01
   2.4600000e+02   3.4800647e+00   4.2875768e+00
