   2.9000000e+01   3.2000000e-01
   2.9000000e+01   5.3000000e-01
   2.9000000e+01   5.1000000e-01
   2.9000000e+01   3.9000000e-01
   3.1000000e+01   4.2000000e-01
   3.0000000e+01   4.1000000e-01
   3.0000000e+01   2.7000000e-01
   2.9000000e+01   3.0000000e-01
   3.1000000e+01   3.6000000e-01
   3.0000000e+01   2.8000000e-01
   3.0000000e+01   5.0000000e-01
   3.0000000e+01   2.7000000e-01
   3.0000000e+01   2.8000000e-01
   2.9000000e+01   2.6000000e-01
   2.9000000e+01   2.8000000e-01
   2.9000000e+01   3.5000000e-01
   2.9000000e+01   3.1000000e-01
   2.9000000e+01   5.3000000e-01
   3.0000000e+01   3.5000000e-01
   2.9000000e+01   2.6000000e-01
   3.1000000e+01   5.2000000e-01
   3.1000000e+01   5.5000000e-01
   3.0000000e+01   3.5000000e-01
   3.0000000e+01   2.4000000e-01
